timestamp,elapsed_s,label,confidence,yaw,pitch,roll,ear,alert_fired
1782286835.481,28.687,distracted_up,0.99,0.97,-174.56,-1.52,0.338,0
1782286835.512,28.718,distracted_up,0.99,2.15,-174.09,-1.43,0.333,0
1782286835.561,28.767,distracted_up,0.99,1.7,-173.75,-1.49,0.332,0
1782286835.591,28.797,distracted_up,0.99,1.48,-173.16,-1.51,0.332,0
1782286835.624,28.831,distracted_up,0.99,2.22,-172.93,-1.46,0.34,0
1782286835.673,28.88,distracted_up,0.99,2.19,-172.46,-1.53,0.345,0
1782286835.687,28.894,distracted_up,0.99,2.2,-172.27,-1.51,0.35,0
1782286835.72,28.926,distracted_up,0.99,0.57,-171.77,-1.61,0.352,0
1782286835.751,28.957,distracted_up,0.99,1.09,-171.11,-1.6,0.359,0
1782286835.784,28.99,distracted_up,0.99,0.26,-171.2,-1.74,0.36,0
1782286835.815,29.021,distracted_up,0.99,0.37,-171.1,-1.73,0.355,0
1782286835.848,29.055,distracted_up,0.99,-0.31,-170.79,-1.88,0.353,0
1782286835.881,29.088,distracted_up,0.99,1.47,-170.5,-1.77,0.359,0
1782286835.911,29.118,distracted_up,0.99,1.6,-170.24,-1.71,0.357,0
1782286835.959,29.166,distracted_up,0.99,0.66,-169.7,-1.76,0.353,0
1782286835.991,29.197,distracted_up,0.99,0.3,-170.05,-1.76,0.356,0
1782286836.023,29.229,distracted_up,0.99,0.73,-170.47,-1.69,0.347,0
1782286836.055,29.261,distracted_up,0.99,0.68,-170.88,-1.58,0.348,0
1782286836.086,29.292,distracted_up,0.99,0.09,-170.64,-1.64,0.351,0
1782286836.12,29.326,distracted_up,0.99,0.43,-170.35,-1.6,0.356,0
1782286836.151,29.357,distracted_up,0.99,-0.59,-170.32,-1.51,0.344,0
1782286836.185,29.391,distracted_up,0.99,0.01,-170.08,-1.45,0.35,0
1782286836.215,29.422,distracted_up,0.99,1.9,-170.16,-1.33,0.355,0
1782286836.247,29.453,distracted_up,0.99,1.08,-169.96,-1.41,0.364,0
1782286836.279,29.486,distracted_up,0.99,-2.01,-169.67,-1.83,0.378,0
1782286836.312,29.518,distracted_up,0.99,3.43,-169.05,-1.86,0.359,0
1782286836.361,29.568,distracted_up,0.99,7.89,-167.83,-1.46,0.358,0
1782286836.391,29.598,distracted_up,0.99,3.46,-166.69,-2.11,0.362,0
1782286836.424,29.63,distracted_up,0.99,3.85,-165.41,-2.23,0.355,0
1782286836.455,29.661,distracted_up,0.99,4.26,-163.99,-2.54,0.359,0
1782286836.488,29.694,distracted_up,0.99,2.22,-163.18,-3.0,0.355,0
1782286836.521,29.727,distracted_up,0.99,1.06,-163.38,-3.07,0.355,0
1782286836.552,29.758,distracted_up,0.99,1.44,-163.24,-3.18,0.355,0
1782286836.585,29.791,distracted_up,0.99,1.58,-163.41,-3.1,0.356,0
1782286836.615,29.821,distracted_up,0.99,1.25,-163.22,-3.17,0.363,0
1782286836.648,29.854,distracted_up,0.99,1.54,-163.59,-3.13,0.361,0
1782286836.681,29.887,distracted_up,0.99,0.99,-163.79,-3.2,0.355,0
1782286836.712,29.918,distracted_up,0.99,2.2,-163.47,-3.09,0.364,0
1782286836.743,29.95,distracted_up,0.99,3.37,-163.6,-2.88,0.366,0
1782286836.792,29.999,distracted_up,0.99,2.04,-163.66,-3.02,0.361,0
1782286836.823,30.029,distracted_up,0.99,2.81,-163.73,-2.84,0.36,0
1782286836.856,30.062,distracted_up,0.99,2.21,-163.88,-2.82,0.355,0
1782286836.888,30.094,distracted_up,0.99,4.56,-164.26,-2.55,0.24,0
1782286836.92,30.126,distracted_up,0.99,3.52,-162.6,-2.76,0.075,0
1782286836.953,30.159,distracted_up,0.99,0.7,-163.9,-3.57,0.079,0
1782286836.985,30.191,distracted_up,0.99,-0.51,-165.19,-2.77,0.24,0
1782286837.016,30.222,distracted_up,0.99,1.25,-165.16,-2.45,0.283,0
1782286837.049,30.255,distracted_up,0.99,-0.55,-165.05,-2.59,0.305,0
1782286837.079,30.285,distracted_up,0.99,0.1,-164.6,-2.48,0.315,0
1782286837.112,30.318,distracted_up,0.99,-1.08,-164.59,-2.63,0.324,0
1782286837.144,30.35,distracted_up,0.99,-0.97,-164.71,-2.57,0.328,0
1782286837.193,30.399,distracted_up,0.99,-1.11,-164.47,-2.5,0.336,0
1782286837.223,30.429,distracted_up,0.99,-0.27,-164.63,-2.35,0.351,0
1782286837.256,30.462,distracted_up,0.99,0.62,-164.81,-2.2,0.349,0
1782286837.288,30.494,distracted_up,0.99,0.61,-164.98,-2.25,0.352,0
1782286837.319,30.526,distracted_up,0.99,1.6,-165.5,-2.2,0.362,0
1782286837.352,30.558,distracted_up,0.99,2.61,-165.95,-1.86,0.36,0
1782286837.383,30.589,distracted_up,0.99,2.11,-166.07,-1.85,0.361,0
1782286837.415,30.622,distracted_up,0.99,3.0,-166.02,-1.71,0.367,0
1782286837.446,30.653,distracted_up,0.99,1.16,-166.14,-1.91,0.365,0
1782286837.48,30.686,distracted_up,0.99,1.49,-166.03,-1.91,0.361,0
1782286837.512,30.718,distracted_up,0.99,0.42,-166.3,-1.95,0.36,0
1782286837.543,30.749,distracted_up,0.99,1.07,-166.4,-1.85,0.353,0
1782286837.594,30.8,distracted_up,0.99,2.11,-166.67,-1.64,0.355,0
1782286837.622,30.829,distracted_up,0.99,1.28,-166.88,-1.68,0.365,0
1782286837.655,30.862,distracted_up,0.99,-1.25,-167.48,-1.64,0.368,0
1782286837.686,30.893,distracted_up,0.99,0.79,-167.29,-1.35,0.364,0
1782286837.722,30.928,distracted_up,0.99,1.19,-167.17,-1.32,0.365,0
1782286837.752,30.958,distracted_up,0.99,1.85,-167.64,-1.22,0.361,0
1782286837.784,30.99,distracted_up,0.99,2.11,-167.37,-1.23,0.363,0
1782286837.816,31.022,distracted_up,0.99,1.72,-167.38,-1.34,0.367,0
1782286837.848,31.055,distracted_up,0.99,2.17,-167.57,-1.23,0.365,0
1782286837.896,31.102,distracted_up,0.99,2.01,-168.09,-1.22,0.364,0
1782286837.911,31.117,distracted_up,0.99,1.92,-168.35,-1.22,0.365,0
1782286837.943,31.15,distracted_up,0.99,1.77,-168.86,-1.18,0.366,0
1782286837.99,31.197,distracted_up,0.99,3.02,-169.06,-0.99,0.365,0
1782286838.024,31.23,distracted_up,0.99,3.12,-169.21,-0.97,0.366,1
1782286838.054,31.26,distracted_up,0.99,3.01,-169.56,-0.87,0.365,0
1782286838.087,31.293,distracted_up,0.99,0.33,-169.92,-1.16,0.36,0
1782286838.119,31.325,distracted_up,0.99,1.24,-170.59,-1.29,0.361,0
1782286838.151,31.357,distracted_up,0.99,1.5,-171.02,-1.27,0.364,0
1782286838.182,31.388,distracted_up,0.99,0.29,-171.14,-1.22,0.359,0
1782286838.215,31.421,distracted_up,0.99,-0.18,-171.62,-1.28,0.362,0
1782286838.248,31.454,distracted_up,0.99,0.12,-171.8,-1.2,0.357,0
1782286838.279,31.485,distracted_up,0.99,1.55,-171.91,-1.06,0.352,0
1782286838.311,31.517,distracted_up,0.99,0.8,-171.93,-1.05,0.348,0
1782286838.343,31.549,distracted_up,0.99,0.1,-171.52,-1.12,0.352,0
1782286838.39,31.597,distracted_up,0.99,0.25,-171.56,-1.09,0.35,0
1782286838.424,31.631,distracted_up,0.99,-0.11,-171.37,-1.11,0.351,0
1782286838.456,31.663,distracted_up,0.99,0.24,-171.76,-1.07,0.349,0
1782286838.487,31.693,distracted_up,0.99,0.57,-172.19,-1.09,0.343,0
1782286838.52,31.727,distracted_up,0.99,1.07,-171.92,-1.09,0.344,0
1782286838.551,31.757,distracted_up,0.99,0.53,-172.35,-1.12,0.343,0
1782286838.584,31.79,distracted_up,0.99,0.47,-172.26,-1.13,0.342,0
1782286838.616,31.822,distracted_up,0.99,-1.26,-172.19,-1.31,0.342,0
1782286838.646,31.853,distracted_up,0.99,-1.15,-172.59,-1.26,0.332,0
1782286838.681,31.888,distracted_up,0.99,-1.61,-172.6,-1.28,0.325,0
1782286838.711,31.918,distracted_up,0.99,-1.58,-172.72,-1.29,0.318,0
1782286838.743,31.95,distracted_up,0.99,-1.63,-173.38,-1.31,0.321,0
1782286838.791,31.997,distracted_up,0.99,-1.95,-173.42,-1.34,0.32,0
1782286838.823,32.029,distracted_up,0.99,-0.53,-173.35,-1.21,0.322,0
1782286838.855,32.061,distracted_up,0.99,-1.26,-173.19,-1.2,0.319,0
1782286838.888,32.094,distracted_up,0.99,-1.06,-172.97,-1.12,0.318,0
1782286838.92,32.126,distracted_up,0.99,-1.67,-172.61,-1.23,0.323,0
1782286838.952,32.158,distracted_up,0.99,-2.31,-172.19,-1.36,0.328,0
1782286838.983,32.189,distracted_up,0.99,-2.05,-172.17,-1.24,0.328,0
1782286839.015,32.221,distracted_up,0.99,-1.51,-172.07,-1.24,0.33,0
1782286839.046,32.253,distracted_up,0.99,-0.73,-172.05,-1.18,0.329,0
1782286839.079,32.285,distracted_up,0.99,-0.57,-172.02,-1.16,0.327,0
1782286839.111,32.318,distracted_up,0.99,-1.43,-172.09,-1.19,0.33,0
1782286839.143,32.35,distracted_up,0.99,-1.51,-172.08,-1.2,0.331,0
1782286839.19,32.396,distracted_up,0.99,-1.18,-171.98,-1.2,0.334,0
1782286839.223,32.43,distracted_up,0.99,-0.62,-172.3,-1.12,0.328,0
1782286839.255,32.462,distracted_up,0.99,-0.38,-172.54,-1.07,0.326,0
1782286839.287,32.493,distracted_up,0.99,-0.89,-172.97,-1.08,0.33,0
1782286839.32,32.526,distracted_up,0.99,-0.85,-172.98,-1.13,0.333,0
1782286839.351,32.557,distracted_up,0.99,-1.48,-173.08,-1.17,0.332,0
1782286839.383,32.59,distracted_up,0.99,-1.6,-173.19,-1.3,0.337,0
1782286839.414,32.621,distracted_up,0.99,-2.87,-173.42,-1.18,0.334,0
1782286839.448,32.654,distracted_up,0.99,-3.48,-173.34,-1.21,0.339,0
1782286839.479,32.685,distracted_up,0.99,-3.28,-173.61,-1.13,0.334,0
1782286839.511,32.717,distracted_up,0.99,-3.03,-173.66,-1.14,0.339,0
1782286839.543,32.749,distracted_up,0.99,-3.31,-173.83,-1.09,0.336,0
1782286839.59,32.797,distracted_up,0.99,-3.59,-173.68,-1.18,0.335,0
1782286839.623,32.83,distracted_up,0.99,-3.58,-173.87,-1.11,0.329,0
1782286839.655,32.861,distracted_up,0.99,-3.7,-173.8,-1.09,0.324,0
1782286839.686,32.892,distracted_up,0.99,-2.92,-174.07,-1.03,0.319,0
1782286839.719,32.925,distracted_up,0.99,-1.53,-174.04,-0.97,0.319,0
1782286839.751,32.957,distracted_up,0.99,-2.17,-174.0,-0.99,0.324,0
1782286839.783,32.989,distracted_up,0.99,-2.66,-174.11,-1.0,0.32,0
1782286839.814,33.02,distracted_up,0.99,-2.53,-174.07,-0.98,0.321,0
1782286839.847,33.053,distracted_up,0.99,-3.01,-173.97,-1.01,0.323,0
1782286839.879,33.085,distracted_up,0.99,-3.87,-174.0,-1.07,0.326,0
1782286839.911,33.117,distracted_up,0.99,-4.54,-174.2,-1.07,0.324,0
1782286839.944,33.15,distracted_up,0.99,-4.15,-174.5,-1.03,0.323,0
1782286839.992,33.199,distracted_up,0.99,-4.11,-174.56,-1.0,0.322,0
1782286840.023,33.229,distracted_up,0.99,-4.2,-174.79,-0.93,0.328,0
1782286840.054,33.261,distracted_up,0.99,-5.4,-174.83,-0.83,0.329,0
1782286840.087,33.293,distracted_up,0.99,-5.12,-175.15,-0.76,0.322,0
1782286840.118,33.324,distracted_up,0.99,-6.41,-175.13,-0.68,0.323,0
1782286840.15,33.356,distracted_up,0.99,-6.19,-174.8,-0.72,0.327,0
1782286840.184,33.39,distracted_up,0.99,-6.51,-175.05,-0.7,0.324,0
1782286840.216,33.423,distracted_up,0.99,-6.54,-175.3,-0.67,0.321,0
1782286840.247,33.454,distracted_up,0.99,-6.1,-175.23,-0.61,0.319,0
1782286840.279,33.485,distracted_up,0.99,-6.52,-175.72,-0.56,0.313,0
1782286840.311,33.517,distracted_up,0.99,-6.02,-175.63,-0.53,0.309,0
1782286840.343,33.549,distracted_up,0.99,-5.97,-177.62,-0.19,0.191,0
1782286840.375,33.581,distracted_up,0.99,-3.18,-179.47,-0.16,0.016,0
1782286840.425,33.631,drowsy,0.6,,,,0.024,0
1782286840.455,33.661,drowsy,0.633,,,,0.178,0
1782286840.487,33.693,drowsy,0.667,,,,0.204,0
1782286840.519,33.725,distracted_up,0.99,-7.49,-177.73,-0.47,0.234,0
1782286840.55,33.757,distracted_up,0.99,-6.9,-177.55,-0.33,0.252,0
1782286840.584,33.79,distracted_up,0.99,-6.93,-176.93,-0.3,0.268,0
1782286840.616,33.822,distracted_up,0.99,-6.33,-176.66,-0.26,0.278,0
1782286840.647,33.853,distracted_up,0.99,-6.26,-176.44,-0.29,0.289,0
1782286840.68,33.886,distracted_up,0.99,-5.56,-176.6,-0.28,0.291,0
1782286840.712,33.918,distracted_up,0.99,-5.96,-176.49,-0.29,0.293,0
1782286840.743,33.949,distracted_up,0.99,-5.38,-176.53,-0.24,0.292,0
1782286840.775,33.982,distracted_up,0.99,-5.37,-176.62,-0.27,0.295,0
1782286840.823,34.029,distracted_up,0.99,-5.58,-176.73,-0.33,0.297,0
1782286840.855,34.062,distracted_up,0.99,-5.52,-176.58,-0.32,0.298,0
1782286840.886,34.092,distracted_up,0.99,-5.36,-176.56,-0.33,0.299,0
1782286840.92,34.126,distracted_up,0.99,-5.37,-176.58,-0.38,0.299,0
1782286840.951,34.157,distracted_up,0.99,-4.94,-176.48,-0.28,0.298,0
1782286840.983,34.189,distracted_up,0.99,-5.37,-176.39,-0.38,0.301,0
1782286841.015,34.221,distracted_up,0.99,-5.01,-176.31,-0.31,0.304,0
1782286841.047,34.253,distracted_up,0.99,-5.33,-176.19,-0.4,0.305,0
1782286841.079,34.286,distracted_up,0.99,-5.2,-176.13,-0.39,0.308,0
1782286841.111,34.317,distracted_up,0.99,-4.22,-176.55,-0.29,0.306,0
1782286841.144,34.35,distracted_up,0.99,-5.63,-176.04,-0.43,0.31,0
1782286841.175,34.381,distracted_up,0.99,-5.53,-176.08,-0.4,0.31,0
1782286841.223,34.429,distracted_up,0.99,-5.12,-176.22,-0.42,0.311,0
1782286841.255,34.461,distracted_up,0.99,-5.61,-175.87,-0.43,0.313,0
1782286841.288,34.494,distracted_up,0.99,-4.72,-176.34,-0.33,0.309,0
1782286841.319,34.525,distracted_up,0.99,-5.84,-176.0,-0.44,0.313,0
1782286841.351,34.557,distracted_up,0.99,-5.59,-176.11,-0.44,0.31,0
1782286841.382,34.589,distracted_up,0.99,-5.11,-176.13,-0.45,0.313,0
1782286841.414,34.621,distracted_up,0.99,-5.03,-176.38,-0.41,0.311,0
1782286841.448,34.655,distracted_up,0.99,-5.25,-176.4,-0.47,0.311,0
1782286841.48,34.686,distracted_up,0.99,-4.88,-176.3,-0.35,0.314,0
1782286841.513,34.719,distracted_up,0.99,-5.6,-176.27,-0.37,0.312,0
1782286841.543,34.749,distracted_up,0.99,-5.78,-176.06,-0.46,0.313,0
1782286841.576,34.782,distracted_up,0.99,-5.39,-176.27,-0.38,0.314,0
1782286841.625,34.831,distracted_up,0.99,-5.91,-176.28,-0.34,0.313,0
1782286841.654,34.86,distracted_up,0.99,-5.84,-176.47,-0.3,0.318,0
1782286841.687,34.893,distracted_up,0.99,-6.43,-176.57,-0.33,0.317,0
1782286841.72,34.926,distracted_up,0.99,-6.17,-177.43,-0.23,0.322,0
1782286841.751,34.957,distracted_up,0.99,-6.79,-178.03,-0.17,0.322,0
1782286841.782,34.989,distracted_up,0.99,-6.86,-178.49,-0.14,0.321,0
1782286841.815,35.022,distracted_up,0.99,-6.68,-179.25,-0.06,0.322,0
1782286841.846,35.052,distracted_up,0.99,-7.98,-179.41,-0.08,0.322,0
1782286841.879,35.085,distracted_up,0.99,-8.27,-179.67,-0.09,0.329,0
1782286841.911,35.117,distracted_down,0.99,-7.44,179.71,0.11,0.321,0
1782286841.944,35.15,distracted_down,0.99,-8.08,179.5,-0.01,0.327,0
1782286841.975,35.182,distracted_down,0.99,-7.58,179.23,0.11,0.319,0
1782286842.023,35.23,distracted_down,0.99,-7.44,178.45,0.12,0.319,0
1782286842.055,35.262,distracted_down,0.99,-7.05,178.33,0.14,0.322,0
1782286842.104,35.31,distracted_down,0.99,-6.42,177.4,0.15,0.326,0
1782286842.119,35.325,distracted_down,0.99,-6.71,177.36,0.2,0.329,0
1782286842.151,35.357,distracted_down,0.99,-7.41,177.01,0.26,0.325,0
1782286842.183,35.389,distracted_down,0.99,-7.8,177.13,0.26,0.325,0
1782286842.215,35.421,distracted_down,0.99,-6.73,177.1,0.25,0.317,0
1782286842.248,35.454,distracted_down,0.99,-7.09,177.18,0.19,0.315,0
1782286842.278,35.485,distracted_down,0.99,-6.5,177.25,0.28,0.31,0
1782286842.311,35.518,distracted_down,0.99,-6.82,177.85,0.25,0.31,0
1782286842.343,35.55,distracted_down,0.99,-7.08,178.12,0.33,0.307,0
1782286842.376,35.583,distracted_down,0.99,-7.36,178.19,0.29,0.308,0
1782286842.425,35.632,distracted_down,0.99,-7.12,178.43,0.25,0.306,0
1782286842.455,35.662,distracted_down,0.99,-7.58,178.66,0.3,0.304,0
1782286842.488,35.694,distracted_down,0.99,-7.23,178.66,0.41,0.299,0
1782286842.52,35.726,distracted_down,0.99,-7.22,179.52,0.37,0.297,0
1782286842.554,35.76,distracted_down,0.99,-7.69,179.86,0.33,0.299,0
1782286842.584,35.79,distracted_down,0.99,-8.15,179.98,0.28,0.301,0
1782286842.615,35.822,distracted_up,0.99,-8.4,-179.49,0.16,0.302,0
1782286842.647,35.854,distracted_up,0.99,-8.08,-179.71,0.21,0.302,0
1782286842.679,35.886,distracted_up,0.99,-8.31,-179.33,0.13,0.305,0
1782286842.712,35.918,distracted_up,0.99,-8.87,-179.12,0.07,0.304,0
1782286842.744,35.95,distracted_up,0.99,-8.46,-178.99,0.09,0.306,0
1782286842.777,35.983,distracted_up,0.99,-6.86,-179.31,0.26,0.301,0
1782286842.824,36.03,distracted_up,0.99,-5.53,-179.06,0.26,0.299,0
1782286842.856,36.062,distracted_up,0.99,-6.71,-178.39,0.18,0.296,0
1782286842.888,36.095,distracted_up,0.99,-6.21,-178.45,0.12,0.295,0
1782286842.919,36.126,distracted_up,0.99,-5.47,-178.39,0.18,0.293,0
1782286842.951,36.158,distracted_up,0.99,-6.26,-177.81,0.14,0.294,0
1782286842.983,36.189,distracted_up,0.99,-6.8,-177.79,0.03,0.291,0
1782286843.016,36.223,distracted_up,0.99,-6.63,-177.64,0.03,0.294,0
1782286843.047,36.253,distracted_up,0.99,-6.99,-177.62,0.02,0.295,0
1782286843.079,36.285,distracted_up,0.99,-6.97,-177.26,0.01,0.3,0
1782286843.111,36.317,distracted_up,0.99,-7.21,-176.84,-0.07,0.301,0
1782286843.144,36.351,distracted_up,0.99,-7.31,-176.69,-0.03,0.302,0
1782286843.175,36.381,distracted_up,0.99,-7.13,-176.94,-0.01,0.298,0
1782286843.208,36.414,distracted_up,0.99,-7.69,-176.97,-0.13,0.3,0
1782286843.256,36.462,distracted_up,0.99,-6.97,-176.94,-0.07,0.302,0
1782286843.289,36.495,distracted_up,0.99,-6.81,-176.69,-0.06,0.302,0
1782286843.32,36.526,distracted_up,0.99,-6.97,-176.67,-0.03,0.301,0
1782286843.352,36.558,distracted_up,0.99,-6.56,-176.98,-0.03,0.3,0
1782286843.383,36.59,distracted_up,0.99,-6.68,-177.04,-0.06,0.301,0
1782286843.416,36.622,distracted_up,0.99,-7.02,-176.95,-0.04,0.303,0
1782286843.446,36.653,distracted_up,0.99,-7.88,-177.01,-0.09,0.302,0
1782286843.48,36.686,distracted_up,0.99,-7.16,-177.33,-0.02,0.303,0
1782286843.511,36.717,distracted_up,0.99,-7.65,-177.58,0.07,0.306,0
1782286843.544,36.75,distracted_up,0.99,-7.03,-177.9,0.19,0.304,0
1782286843.575,36.781,distracted_up,0.99,-7.27,-177.8,0.19,0.308,0
1782286843.607,36.813,distracted_up,0.99,-7.42,-177.91,0.18,0.307,0
1782286843.657,36.863,distracted_up,0.99,-7.62,-178.18,0.15,0.306,0
1782286843.688,36.894,distracted_up,0.99,-7.49,-178.3,0.19,0.305,0
1782286843.72,36.926,distracted_up,0.99,-7.39,-178.07,0.18,0.308,0
1782286843.751,36.957,distracted_up,0.99,-7.47,-178.18,0.17,0.306,0
1782286843.783,36.989,distracted_up,0.99,-7.38,-177.89,0.17,0.304,0
1782286843.816,37.022,distracted_up,0.99,-7.62,-177.97,0.14,0.305,0
1782286843.848,37.054,distracted_up,0.99,-7.13,-177.69,0.19,0.305,0
1782286843.88,37.086,distracted_up,0.99,-7.13,-177.68,0.21,0.303,0
1782286843.911,37.118,distracted_up,0.99,-7.13,-177.58,0.22,0.302,0
1782286843.943,37.15,distracted_up,0.99,-7.19,-177.61,0.21,0.305,0
1782286843.975,37.181,distracted_up,0.99,-7.03,-177.69,0.22,0.305,0
1782286844.008,37.214,distracted_up,0.99,-7.35,-177.5,0.14,0.307,0
1782286844.055,37.261,distracted_up,0.99,-7.46,-177.5,0.17,0.305,0
1782286844.086,37.292,distracted_up,0.99,-7.07,-177.59,0.19,0.31,0
1782286844.12,37.326,distracted_up,0.99,-6.73,-177.87,0.24,0.306,1
1782286844.151,37.357,distracted_up,0.99,-6.89,-177.96,0.22,0.305,0
1782286844.204,37.41,distracted_up,0.99,-6.85,-177.97,0.19,0.306,0
1782286844.215,37.422,distracted_up,0.99,-7.16,-177.94,0.22,0.304,0
1782286844.247,37.453,distracted_up,0.99,-6.64,-177.89,0.27,0.304,0
1782286844.279,37.486,distracted_up,0.99,-7.17,-178.01,0.26,0.306,0
1782286844.31,37.517,distracted_up,0.99,-7.17,-178.13,0.33,0.305,0
1782286844.343,37.55,distracted_up,0.99,-7.67,-178.22,0.33,0.304,0
1782286844.375,37.581,distracted_up,0.99,-7.77,-178.04,0.31,0.309,0
1782286844.407,37.614,distracted_up,0.99,-7.75,-178.06,0.29,0.308,0
1782286844.455,37.662,distracted_up,0.99,-7.93,-178.09,0.26,0.308,0
1782286844.487,37.694,distracted_up,0.99,-7.75,-178.08,0.27,0.309,0
1782286844.52,37.726,distracted_up,0.99,-7.97,-177.99,0.22,0.307,0
